player_name,team_name,image_url
Bernd Leno,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p80201.png
Arthur Okonkwo,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p220682.png
Karl Hein,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p463748.png
Aaron Ramsdale,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p225321.png
Kieran Tierney,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p192895.png
Gabriel Magalhães,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p226597.png
Rob Holding,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p156074.png
Cédric Soares,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p58822.png
Calum Chambers,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p101184.png
Pablo Marí,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p92371.png
Sead Kolasinac,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p111457.png
Nuno Tavares,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p437626.png
Ben White,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p198869.png
Takehiro Tomiyasu,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p223723.png
Bukayo Saka,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p223340.png
Thomas Partey,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p167199.png
Mohamed Elneny,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p153256.png
Emile Smith Rowe,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p209289.png
Granit Xhaka,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p84450.png
Ainsley Maitland-Niles,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p154043.png
Albert Sambi Lokonga,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p437742.png
Martin Ødegaard,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p184029.png
Alexandre Lacazette,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p59966.png
Pierre-Emerick Aubameyang,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p54694.png
Nicolas Pépé,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p195735.png
Eddie Nketiah,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p205533.png
Gabriel Martinelli,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p444145.png
Folarin Balogun,Arsenal,https://resources.premierleague.com/premierleague/photos/players/110x140/p232223.png
Jed Steer,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p79852.png
Emiliano Martínez,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p98980.png
Viljami Sinisalo,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p248164.png
Matthew Cash,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p199796.png
Ezri Konsa,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p199798.png
Tyrone Mings,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p149484.png
Matt Targett,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p169359.png
Kortney Hause,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p123354.png
Ashley Young,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p18892.png
Axel Tuanzebe,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p180804.png
Axel Tuanzebe,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p180804.png
Sil Swinkels,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p514287.png
Douglas Luiz,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p230046.png
John McGinn,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p122806.png
Trézéguet,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p148508.png
Marvelous Nakamba,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p184704.png
Anwar El Ghazi,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p193488.png
Morgan Sanson,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p122775.png
Jacob Ramsey,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p232653.png
Emiliano Buendía,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p195546.png
Jaden Philogene-Bidace,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p481624.png
Carney Chukwuemeka,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p478912.png
Aaron Ramsey,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p447715.png
Lamare Bogarde,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p515597.png
Hayden Lindley,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p432713.png
Ollie Watkins,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p178301.png
Bertrand Traoré,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p110504.png
Keinan Davis,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p221239.png
Leon Bailey,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p215711.png
Danny Ings,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p84939.png
Caleb Chukwuemeka,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p503159.png
Cameron Archer,Aston Villa,https://resources.premierleague.com/premierleague/photos/players/110x140/p433979.png
David Raya,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p154561.png
Álvaro Fernández,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p240796.png
Rico Henry,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p194010.png
Charlie Goode,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p213687.png
Ethan Pinnock,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p231065.png
Pontus Jansson,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p61810.png
Mads Bech Sørensen,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p228044.png
Mads Roerslev,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p226956.png
Dominic Thompson,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p232247.png
Julian Jeanvier,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p121570.png
Luka Racic,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p226961.png
Finley Stevens,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p450550.png
Lewis Gordon,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p461173.png
Kristoffer Ajer,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p191866.png
Zanka,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p48760.png
Christian Nørgaard,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p128295.png
Mathias Jensen,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p207283.png
Josh Dasilva,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p183656.png
Bryan Mbeumo,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p446008.png
Tariqe Fosu-Henry,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p154138.png
Shandon Baptiste,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p432160.png
Vitaly Janelt,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p204580.png
Jan Zamburek,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p420922.png
Mads Bidstrup,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p481405.png
Maxwell Haygarth,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p461558.png
Frank Onyeka,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p428580.png
Myles Peart-Harris,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p450539.png
Yoane Wissa,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p216646.png
Sergi Canós,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p174932.png
Marcus Forss,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p216620.png
Ivan Toney,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p144485.png
Saman Ghoddos,Brentford,https://resources.premierleague.com/premierleague/photos/players/110x140/p205836.png
Jason Steele,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p49262.png
Robert Sánchez,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p215059.png
Kjell Scherpen,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p240514.png
Thomas McGill,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p209288.png
Tariq Lamptey,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p232792.png
Adam Webster,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p110735.png
Lewis Dunk,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p83299.png
Dan Burn,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p78916.png
Joël Veltman,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p111478.png
Shane Duffy,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p61933.png
Haydon Roberts,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p433589.png
James Furlong,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p440123.png
Odeluga Offiah,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p445548.png
Antef Tsoungui,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p461046.png
Marc Cucurella,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p179268.png
Tudor Baluta,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p213056.png
Yves Bissouma,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p227127.png
Alexis Mac Allister,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p243016.png
Pascal Groß,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p60307.png
Adam Lallana,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p39155.png
Jakub Moder,Brighton and Hove Albion,https://resources.premierleague.com/premierleague/photos/players/110x140/p243505.png
